"id_persona","nome","cognome","citta_orig","nazione_orig","latitudine_orig","longitudine_orig","toponimo_nome","latitudine","longitudine","time","time_uscita","anno_ingresso","mese_ingresso","giorno_ingresso","anno_uscita","mese_uscita","giorno_uscita","Status","luogonascita","luogomorte","anno_nascita","mese_nascita","giorno_nascita","anno_morte","mese_morte","giorno_morte"
1233,"Alcide","Leonardi","Bruxelles","Belgio",50.8465573,4.351697,NULL,41.9028,12.4964,"1940-12-12","1940-12-15",1940,12,12,1940,12,15,"espatrio","Monchio delle Olle",NULL,1905,7,18,1983," - "," - "
1619,"Antonio","Roasio","Biella","Italia",45.562908,8.058140,"Mosca",55.763008,37.622995,"1926-12-15","1936-10-12",1926,12,15,1936,10,12,"espatrio","Vercelli","Roma",1902,11,6,1986,1,2
1619,"Antonio","Roasio","Mosca","Unione Sovietica",55.763008,37.622995,"Parigi",48.86536408,2.32105494,"1936-10-19","1936-10-15",1936,10,19,1936,10,15,"espatrio","Vercelli","Roma",1902,11,6,1986,1,2
1619,"Antonio","Roasio","Parigi","Francia",48.86536408,2.32105494,NULL,40.4168,-3.7038,"1936-10-18","1937-10-15",1936,10,18,1937,10,15,"espatrio","Vercelli","Roma",1902,11,6,1986,1,2
1619,"Antonio","Roasio",NULL,"Spagna",55.7558,37.6173,"Mosca",55.763008,37.622995,"1937-11-15","1938-10-15",1937,11,15,1938,10,15,"espatrio","Vercelli","Roma",1902,11,6,1986,1,2
1619,"Antonio","Roasio","Mosca","Unione Sovietica",55.763008,37.622995,"Parigi",48.86536408,2.32105494,"1938-10-15","1943-01-15",1938,10,15,1943,"01",15,"espatrio","Vercelli","Roma",1902,11,6,1986,1,2
3308,"Aldo","Sintoni","Roma","Italia",41.894802,12.4853384,"Madrid",40.4167047,-3.7035825,"1937-01-28","1939-02-02",1937,"01",28,1939,"02","02","espatrio","Ravenna","Ravenna",1919,8,17,1944,1,5
3308,"Aldo","Sintoni",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-02","1941-08-15",1939,"02","02",1941,"08",15,"espatrio","Ravenna","Ravenna",1919,8,17,1944,1,5
3308,"Aldo","Sintoni","Vernet","Francia",43.437160,1.429510,"Ventotene",40.796002,13.431213,"1941-08-15","1941-12-15",1941,"08",15,1941,12,15,"espatrio","Ravenna","Ravenna",1919,8,17,1944,1,5
2313,"Oddino","Montanari",NULL,"Italia",-34.6037,-58.3816,"Buenos Aires",-34.60378418,-58.38160247,"1927-01-23","1927-12-15",1927,"01",23,1927,12,15,"espatrio","Cesena","Cesena",1903,10,8,1944,10,3
2313,"Oddino","Montanari",NULL,NULL,40.4168,-3.7038,NULL,40.4168,-3.7038,"1936-07-19","1939-02-15",1936,"07",19,1939,"02",15,"espatrio","Cesena","Cesena",1903,10,8,1944,10,3
2313,"Oddino","Montanari",NULL,"Spagna",48.8566,2.3522,"Saint-Cyprien",42.61740457,3.00484657,"1939-02-15","1941-04-15",1939,"02",15,1941,"04",15,"espatrio","Cesena","Cesena",1903,10,8,1944,10,3
2313,"Oddino","Montanari","Vernet","Francia",43.437160,1.429510,NULL,41.9028,12.4964,"1941-04-15","1941-12-15",1941,"04",15,1941,12,15,"espatrio","Cesena","Cesena",1903,10,8,1944,10,3
1939,"Vasco","Matteoli",NULL,"Italia",55.7558,37.6173,"Mosca",55.763008,37.622995,"1931-01-15","1931-12-15",1931,"01",15,1931,12,15,"espatrio","Empoli","Bologna",1913,6,20,1944,7,5
1939,"Vasco","Matteoli","Empoli","Italia",43.7194884,10.9458556,NULL,48.8566,2.3522,"1931-09-15","1936-11-15",1931,"09",15,1936,11,15,"espatrio","Empoli","Bologna",1913,6,20,1944,7,5
1939,"Vasco","Matteoli",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1936-11-15","1939-02-07",1936,11,15,1939,"02","07","espatrio","Empoli","Bologna",1913,6,20,1944,7,5
1939,"Vasco","Matteoli","Barcellona","Spagna",41.3828939,2.1774322,NULL,48.8566,2.3522,"1939-02-07","1942-06-25",1939,"02","07",1942,"06",25,"espatrio","Empoli","Bologna",1913,6,20,1944,7,5
327,"Roberto","Gherardi","Imola","Italia",44.3535145,11.7141233,"Parigi",48.86536408,2.32105494,"1931-07-15","1931-11-15",1931,"07",15,1931,11,15,"espatrio","Castel Guelfo","Purocielo",1899,12,4,1944,10,11
327,"Roberto","Gherardi","Parigi","Francia",48.86536408,2.32105494,"Mosca",55.763008,37.622995,"1931-11-15","1937-09-15",1931,11,15,1937,"09",15,"espatrio","Castel Guelfo","Purocielo",1899,12,4,1944,10,11
327,"Roberto","Gherardi","Mosca","Unione Sovietica",55.763008,37.622995,NULL,40.4168,-3.7038,"1937-09-15","1939-02-07",1937,"09",15,1939,"02","07","espatrio","Castel Guelfo","Purocielo",1899,12,4,1944,10,11
327,"Roberto","Gherardi",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-07","1941-12-02",1939,"02","07",1941,12,"02","espatrio","Castel Guelfo","Purocielo",1899,12,4,1944,10,11
327,"Roberto","Gherardi","Imola","Italia",44.3535145,11.7141233,NULL,48.8566,2.3522,"1923-02-15","1923-12-15",1923,"02",15,1923,12,15,"espatrio","Castel Guelfo","Purocielo",1899,12,4,1944,10,11
327,"Roberto","Gherardi","Vernet","Francia",43.437160,1.429510,"Bologna",44.4936714,11.3430347,"1941-12-03","1941-12-15",1941,12,"03",1941,12,15,"espatrio","Castel Guelfo","Purocielo",1899,12,4,1944,10,11
32,"Berto","Alberti",NULL,"Italia",48.8566,2.3522,"Parigi",48.86536408,2.32105494,"1927-01-15","1927-12-15",1927,"01",15,1927,12,15,"espatrio","San Vittore",NULL,1908,7,5," - "," - "," - "
32,"Berto","Alberti","Parigi","Francia",48.86536408,2.32105494,NULL,41.9028,12.4964,"1931-01-15","1935-12-15",1931,"01",15,1935,12,15,"espatrio","San Vittore",NULL,1908,7,5," - "," - "," - "
32,"Berto","Alberti",NULL,"Italia",48.8566,2.3522,NULL,48.8566,2.3522,"1935-01-15","1936-12-15",1935,"01",15,1936,12,15,"espatrio","San Vittore",NULL,1908,7,5," - "," - "," - "
32,"Berto","Alberti",NULL,"Francia",55.7558,37.6173,"Mosca",55.763008,37.622995,"1936-07-19","1937-12-15",1936,"07",19,1937,12,15,"espatrio","San Vittore",NULL,1908,7,5," - "," - "," - "
32,"Berto","Alberti",NULL,"Unione Sovietica",48.8566,2.3522,NULL,48.8566,2.3522,"1937-01-15","1937-04-15",1937,"01",15,1937,"04",15,"espatrio","San Vittore",NULL,1908,7,5," - "," - "," - "
32,"Berto","Alberti",NULL,"Francia",40.4168,-3.7038,"Bilbao",43.2630051,-2.9349915,"1937-06-15","1939-12-15",1937,"06",15,1939,12,15,"espatrio","San Vittore",NULL,1908,7,5," - "," - "," - "
32,"Berto","Alberti",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-05","1943-07-15",1939,"02","05",1943,"07",15,"espatrio","San Vittore",NULL,1908,7,5," - "," - "," - "
32,"Berto","Alberti",NULL,"Francia",41.9028,12.4964,NULL,41.9028,12.4964,"1943-07-15","1943-12-15",1943,"07",15,1943,12,15,"espatrio","San Vittore",NULL,1908,7,5," - "," - "," - "
1590,"Vittorio","Mallozzi","Tolosa","Francia",43.5792751,1.50327178,NULL,40.4168,-3.7038,"1936-07-19","1937-12-15",1936,"07",19,1937,12,15,"espatrio","Anzio","Roma",1909,10,22,1944,1,31
1590,"Vittorio","Mallozzi","Aubonne","Svizzera",47.0357669,6.3265371,"Parigi",48.86536408,2.32105494,"1938-10-15","1941-08-21",1938,10,15,1941,"08",21,"espatrio","Anzio","Roma",1909,10,22,1944,1,31
1590,"Vittorio","Mallozzi",NULL,"Francia",41.9028,12.4964,"Ventimiglia",43.7917623,7.6033131,"1941-08-21","1941-12-15",1941,"08",21,1941,12,15,"espatrio","Anzio","Roma",1909,10,22,1944,1,31
3051,"Bruno","Tosarelli","Bologna","Italia",44.4936714,11.3430347,NULL,48.8566,2.3522,"1937-01-15","1937-04-15",1937,"01",15,1937,"04",15,"espatrio","Castenaso","Bologna",1912,12,11,1944,10,5
3051,"Bruno","Tosarelli",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1937-04-15","1939-02-09",1937,"04",15,1939,"02","09","espatrio","Castenaso","Bologna",1912,12,11,1944,10,5
3051,"Bruno","Tosarelli",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-09","1941-04-10",1939,"02","09",1941,"04",10,"espatrio","Castenaso","Bologna",1912,12,11,1944,10,5
3051,"Bruno","Tosarelli","Vernet","Francia",43.437160,1.429510,"Bologna",44.4936714,11.3430347,"1941-04-10","1941-12-15",1941,"04",10,1941,12,15,"espatrio","Castenaso","Bologna",1912,12,11,1944,10,5
2750,"Quinto","Pietroboni","Sant'Agata Bolognese","Italia",44.664169,11.134004,NULL,48.8566,2.3522,"1923-01-15","1936-10-15",1923,"01",15,1936,10,15,"espatrio","Sant'Agata Bolognese","Sant'Agata Bolognese",1899,4,2,1944,8,26
2750,"Quinto","Pietroboni",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1936-11-28","1937-12-15",1936,11,28,1937,12,15,"espatrio","Sant'Agata Bolognese","Sant'Agata Bolognese",1899,4,2,1944,8,26
2750,"Quinto","Pietroboni",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1937-01-15","1938-01-15",1937,"01",15,1938,"01",15,"espatrio","Sant'Agata Bolognese","Sant'Agata Bolognese",1899,4,2,1944,8,26
2750,"Quinto","Pietroboni",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1938-01-15","1939-02-15",1938,"01",15,1939,"02",15,"espatrio","Sant'Agata Bolognese","Sant'Agata Bolognese",1899,4,2,1944,8,26
2750,"Quinto","Pietroboni",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-05","1941-09-15",1939,"02","05",1941,"09",15,"espatrio","Sant'Agata Bolognese","Sant'Agata Bolognese",1899,4,2,1944,8,26
2750,"Quinto","Pietroboni",NULL,"Francia",41.9028,12.4964,NULL,41.9028,12.4964,"1941-09-15","1941-12-15",1941,"09",15,1941,12,15,"espatrio","Sant'Agata Bolognese","Sant'Agata Bolognese",1899,4,2,1944,8,26
3327,"Dante","Somaruga",NULL,"Italia",-34.6037,-58.3816,"Buenos Aires",-34.60378418,-58.38160247,"1927-01-15","1937-12-15",1927,"01",15,1937,12,15,"espatrio","Carnago","Gallarate",1906,10,2,1981,1,31
3327,"Dante","Somaruga","Buenos Aires","Argentina",-34.60378418,-58.38160247,NULL,40.4168,-3.7038,"1937-01-15","1939-02-15",1937,"01",15,1939,"02",15,"espatrio","Carnago","Gallarate",1906,10,2,1981,1,31
3327,"Dante","Somaruga",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-05","1939-12-15",1939,"02","05",1939,12,15,"espatrio","Carnago","Gallarate",1906,10,2,1981,1,31
3386,"Emilio","Suardi","Romano di Lombardia","Italia",45.51951129,9.75425005,"Sathonay",45.82482560,4.87544060,"1930-09-15","1936-10-15",1930,"09",15,1936,10,15,"espatrio","Romano di Lombardia","Romano di Lombardia",1905,4,1,1983,2,4
3386,"Emilio","Suardi","Digione","Francia",47.32181785,5.04084706,NULL,40.4168,-3.7038,"1936-10-15","1939-02-15",1936,10,15,1939,"02",15,"espatrio","Romano di Lombardia","Romano di Lombardia",1905,4,1,1983,2,4
3386,"Emilio","Suardi",NULL,"Spagna",48.8566,2.3522,"Parigi",48.86536408,2.32105494,"1939-02-05","1944-12-15",1939,"02","05",1944,12,15,"espatrio","Romano di Lombardia","Romano di Lombardia",1905,4,1,1983,2,4
3386,"Emilio","Suardi",NULL,"Francia",41.9028,12.4964,"Milano",45.46417156,9.18954313,"1944-01-15","1944-12-15",1944,"01",15,1944,12,15,"espatrio","Romano di Lombardia","Romano di Lombardia",1905,4,1,1983,2,4
3414,"Ezio","Zanelli","Imola","Italia",44.3535145,11.7141233,"Vienna",48.209996,16.376598,"1927-04-15","1928-04-15",1927,"04",15,1928,"04",15,"espatrio","Imola","Imola",1903,1,31,1981,5,"02"
3414,"Ezio","Zanelli",NULL,"Austria",41.9028,12.4964,NULL,41.9028,12.4964,"1928-04-15","1929-12-15",1928,"04",15,1929,12,15,"espatrio","Imola","Imola",1903,1,31,1981,5,"02"
3414,"Ezio","Zanelli",NULL,"Italia",46.2044,6.1432,NULL,46.2044,6.1432,"1929-01-15","1929-12-15",1929,"01",15,1929,12,15,"espatrio","Imola","Imola",1903,1,31,1981,5,"02"
3414,"Ezio","Zanelli",NULL,"Svizzera",41.9028,12.4964,NULL,41.9028,12.4964,"1929-01-15","1930-07-15",1929,"01",15,1930,"07",15,"espatrio","Imola","Imola",1903,1,31,1981,5,"02"
3414,"Ezio","Zanelli",NULL,"Italia",55.7558,37.6173,NULL,55.7558,37.6173,"1930-07-15","1933-12-15",1930,"07",15,1933,12,15,"espatrio","Imola","Imola",1903,1,31,1981,5,"02"
3414,"Ezio","Zanelli",NULL,"Urss",41.9028,12.4964,NULL,41.9028,12.4964,"1933-01-15","1937-06-15",1933,"01",15,1937,"06",15,"espatrio","Imola","Imola",1903,1,31,1981,5,"02"
3414,"Ezio","Zanelli",NULL,"Italia",40.4168,-3.7038,"Valencia",39.4699014,-0.3759513,"1937-06-15","1939-02-03",1937,"06",15,1939,"02","03","espatrio","Imola","Imola",1903,1,31,1981,5,"02"
3414,"Ezio","Zanelli",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-03","1945-11-28",1939,"02","03",1945,11,28,"espatrio","Imola","Imola",1903,1,31,1981,5,"02"
3414,"Ezio","Zanelli","Parigi","Francia",48.86536408,2.32105494,"Imola",44.3535145,11.7141233,"1945-11-28","1945-12-15",1945,11,28,1945,12,15,"espatrio","Imola","Imola",1903,1,31,1981,5,"02"
3077,"Giovanni","Trippa","Medicina","Italia",44.4766739,11.6383385,"Zurigo",45.45884,9.18793,"1932-09-08","1935-03-15",1932,"09","08",1935,"03",15,"espatrio","Medicina","Bologna",1907,10,1,1983,1,6
3077,"Giovanni","Trippa","Basilea","Svizzera",47.555948,7.587594,"Parigi",48.86536408,2.32105494,"1935-03-15","1936-11-16",1935,"03",15,1936,11,16,"espatrio","Medicina","Bologna",1907,10,1,1983,1,6
3077,"Giovanni","Trippa",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-08","1943-07-05",1939,"02","08",1943,"07","05","espatrio","Medicina","Bologna",1907,10,1,1983,1,6
3077,"Giovanni","Trippa","Parigi","Francia",48.86536408,2.32105494,NULL,40.4168,-3.7038,"1936-11-14","1939-02-09",1936,11,14,1939,"02","09","espatrio","Medicina","Bologna",1907,10,1,1983,1,6
3077,"Giovanni","Trippa",NULL,"Francia",41.9028,12.4964,NULL,41.9028,12.4964,"1943-07-15","1943-12-15",1943,"07",15,1943,12,15,"espatrio","Medicina","Bologna",1907,10,1,1983,1,6
44,"Carlo","Aldegheri",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-05","1940-06-15",1939,"02","05",1940,"06",15,"espatrio","Colognola ai Colli","Guarujà",1902,2,22,1995,5,"04"
44,"Carlo","Aldegheri","Dunkerque","Francia",51.03767341,2.3766464,"Sagan",51.61472562,15.3206867,"1940-06-15","1941-01-15",1940,"06",15,1941,"01",15,"espatrio","Colognola ai Colli","Guarujà",1902,2,22,1995,5,"04"
44,"Carlo","Aldegheri","Sagan","Polonia",51.61472562,15.3206867,"Reims",49.258002,4.031745,"1941-01-15","1941-08-15",1941,"01",15,1941,"08",15,"espatrio","Colognola ai Colli","Guarujà",1902,2,22,1995,5,"04"
